epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,165.518,0.86376,1.47785,1.07002,0.46983,0.56836,0.59053,0.45305,0.98144,1.51871,1.15364,0.000797411,0.000797411,0.000797411
33,170.481,0.8516,1.38075,1.03489,0.72513,0.47041,0.61236,0.45883,0.95554,1.5373,1.12632,0.000793812,0.000793812,0.000793812
34,175.525,0.83707,1.42821,1.05936,0.53896,0.54152,0.56084,0.43286,0.94405,1.65899,1.09853,0.000790212,0.000790212,0.000790212
35,181.018,0.80169,1.35953,1.03639,0.41561,0.67282,0.56024,0.43129,0.96328,1.48973,1.13437,0.000786612,0.000786612,0.000786612
36,187.263,0.815,1.27134,1.03533,0.4191,0.64932,0.54186,0.42148,0.92884,1.70361,1.11672,0.000783013,0.000783013,0.000783013
37,192.365,0.82781,1.36546,1.02628,0.5993,0.52607,0.57704,0.43346,0.95908,1.51766,1.12211,0.000779413,0.000779413,0.000779413
38,197.457,0.79137,1.30552,1.01035,0.42043,0.63614,0.51106,0.38374,0.94172,1.75595,1.09504,0.000775813,0.000775813,0.000775813
39,202.484,0.83221,1.37122,1.03574,0.46492,0.65217,0.55779,0.42766,0.93439,1.71234,1.11204,0.000772214,0.000772214,0.000772214
40,207.681,0.76925,1.26814,1.02104,0.5696,0.45558,0.50618,0.38623,0.91865,1.80506,1.1242,0.000768614,0.000768614,0.000768614
41,212.731,0.81045,1.3223,1.029,0.41237,0.62042,0.50593,0.39135,0.97009,1.95141,1.17497,0.000765014,0.000765014,0.000765014
42,217.732,0.80154,1.26612,1.00971,0.44781,0.64008,0.5535,0.42902,0.96918,1.66394,1.18111,0.000761415,0.000761415,0.000761415
43,222.669,0.76046,1.26945,1.02963,0.48827,0.58108,0.52798,0.39577,0.98478,1.92492,1.15115,0.000757815,0.000757815,0.000757815
44,227.829,0.7543,1.24532,0.99783,0.62328,0.59369,0.59188,0.45154,0.96226,1.70599,1.11888,0.000754215,0.000754215,0.000754215
45,232.809,0.78156,1.14639,1.00799,0.45992,0.64089,0.57715,0.44084,0.95162,1.49655,1.12822,0.000750616,0.000750616,0.000750616
46,237.778,0.78401,1.20072,0.99089,0.47493,0.63307,0.61629,0.46288,0.98567,1.61097,1.15598,0.000747016,0.000747016,0.000747016
47,242.82,0.76614,1.10175,0.98973,0.5378,0.65462,0.58595,0.4449,0.97857,1.68156,1.15065,0.000743417,0.000743417,0.000743417
48,247.837,0.74915,1.1283,1.01671,0.50483,0.49247,0.46807,0.34945,0.98909,2.27505,1.10415,0.000739817,0.000739817,0.000739817
49,252.856,0.75083,1.09766,1.0096,0.63066,0.46798,0.58077,0.4526,0.95315,1.59686,1.12924,0.000736217,0.000736217,0.000736217
50,257.898,0.75132,1.07753,0.98575,0.51127,0.60154,0.6261,0.48077,0.96848,1.49555,1.12938,0.000732618,0.000732618,0.000732618
51,262.913,0.74164,1.12849,0.98621,0.5842,0.58722,0.61716,0.48456,0.91293,1.44777,1.10101,0.000729018,0.000729018,0.000729018
52,267.881,0.77841,1.10936,1.0134,0.65929,0.55179,0.66654,0.51645,0.93494,1.36139,1.1137,0.000725418,0.000725418,0.000725418
53,273.004,0.76872,1.09151,0.99634,0.46929,0.60492,0.626,0.47475,0.96581,1.40139,1.14579,0.000721819,0.000721819,0.000721819
54,278.027,0.73454,1.00072,1.01688,0.51174,0.52051,0.56862,0.43745,0.9296,1.73633,1.11468,0.000718219,0.000718219,0.000718219
55,283.054,0.719,1.03976,0.98118,0.78191,0.51133,0.65352,0.49751,0.95094,1.41088,1.14772,0.000714619,0.000714619,0.000714619
56,288.152,0.74537,1.05577,1.00424,0.55137,0.70913,0.66424,0.52264,0.92693,1.35283,1.10462,0.00071102,0.00071102,0.00071102
57,293.212,0.71483,1.00063,0.98911,0.57372,0.63033,0.63692,0.50965,0.89621,1.44592,1.09803,0.00070742,0.00070742,0.00070742
58,298.287,0.72717,1.00736,1.00306,0.79471,0.55672,0.66103,0.51334,0.93064,1.35112,1.10299,0.000703821,0.000703821,0.000703821
59,303.54,0.72238,0.99057,0.9801,0.69996,0.60933,0.68994,0.54239,0.8985,1.2983,1.10304,0.000700221,0.000700221,0.000700221
60,308.627,0.70154,0.9628,0.97631,0.69216,0.5878,0.64547,0.49955,0.94386,1.42136,1.10986,0.000696621,0.000696621,0.000696621
61,313.714,0.7307,1.00525,0.9775,0.51775,0.57079,0.57028,0.43748,0.93776,1.61058,1.12536,0.000693022,0.000693022,0.000693022
62,318.951,0.69575,0.86669,0.97498,0.5411,0.62315,0.62388,0.48767,0.92126,1.56005,1.10628,0.000689422,0.000689422,0.000689422
63,324.112,0.70481,0.92858,0.979,0.68197,0.52876,0.61492,0.47802,0.94445,1.52173,1.0944,0.000685822,0.000685822,0.000685822
64,329.34,0.7066,0.90633,0.98933,0.64018,0.50016,0.60689,0.46277,0.97392,1.62283,1.13921,0.000682223,0.000682223,0.000682223
65,334.495,0.68843,0.89215,0.94851,0.51434,0.47131,0.55211,0.44503,0.90677,1.85941,1.11258,0.000678623,0.000678623,0.000678623
66,339.621,0.65648,0.82756,0.9819,0.51996,0.55082,0.60242,0.47799,0.92687,1.58518,1.12022,0.000675023,0.000675023,0.000675023
67,344.739,0.67459,0.83925,0.95794,0.6148,0.56246,0.57176,0.45229,0.98128,1.797,1.17351,0.000671424,0.000671424,0.000671424
68,350.163,0.69741,0.85682,0.96303,0.49607,0.61383,0.57315,0.44335,0.98679,1.70421,1.14577,0.000667824,0.000667824,0.000667824
69,355.518,0.70019,0.85677,0.96953,0.67387,0.61708,0.67038,0.51816,0.9519,1.39967,1.13065,0.000664224,0.000664224,0.000664224
70,360.735,0.67693,0.85451,0.9753,0.56949,0.59293,0.63929,0.50753,0.93285,1.71177,1.12912,0.000660625,0.000660625,0.000660625
71,365.895,0.69125,0.87708,0.97686,0.59694,0.58744,0.66093,0.52319,0.90847,1.41325,1.10825,0.000657025,0.000657025,0.000657025
72,371.249,0.65919,0.8526,0.963,0.514,0.64333,0.6634,0.52074,0.89635,1.3528,1.09681,0.000653426,0.000653426,0.000653426
73,376.747,0.67234,0.7951,0.96942,0.67408,0.51885,0.65254,0.51158,0.9109,1.56185,1.1004,0.000649826,0.000649826,0.000649826
74,382.565,0.63611,0.86756,0.94992,0.58653,0.66091,0.6827,0.53833,0.90005,1.33273,1.10279,0.000646226,0.000646226,0.000646226
75,388.554,0.6555,0.80315,0.95224,0.51621,0.59883,0.62846,0.49288,0.93604,1.665,1.12573,0.000642627,0.000642627,0.000642627
76,394.098,0.64547,0.82325,0.94151,0.48705,0.5961,0.57838,0.45277,0.8808,1.78879,1.06452,0.000639027,0.000639027,0.000639027
77,399.468,0.66045,0.77854,0.96052,0.5034,0.5957,0.59554,0.46267,0.88315,1.66443,1.07979,0.000635427,0.000635427,0.000635427
78,404.753,0.64846,0.79943,0.97168,0.65252,0.54196,0.64866,0.50138,0.90654,1.45646,1.13335,0.000631828,0.000631828,0.000631828
79,410.136,0.64115,0.76331,0.95339,0.50442,0.57317,0.59107,0.46516,0.897,1.68575,1.08757,0.000628228,0.000628228,0.000628228
80,415.563,0.65327,0.79154,0.95993,0.4911,0.68901,0.6211,0.48762,0.91257,1.44938,1.09944,0.000624628,0.000624628,0.000624628
81,420.94,0.62291,0.73992,0.93509,0.61997,0.57676,0.62356,0.46437,0.94256,1.53275,1.14521,0.000621029,0.000621029,0.000621029
82,427.111,0.63354,0.74941,0.94651,0.57902,0.61583,0.63968,0.4946,0.88128,1.3982,1.11274,0.000617429,0.000617429,0.000617429
83,432.428,0.66019,0.74113,0.95415,0.71272,0.56712,0.61718,0.47334,0.93915,1.56717,1.14134,0.00061383,0.00061383,0.00061383
84,437.853,0.62554,0.75714,0.95226,0.63559,0.51991,0.59332,0.46692,0.91055,1.73393,1.1117,0.00061023,0.00061023,0.00061023
85,443.046,0.66019,0.77198,0.94886,0.40916,0.61997,0.53202,0.41391,0.93789,1.9019,1.13329,0.00060663,0.00060663,0.00060663
86,448.326,0.61824,0.74529,0.94601,0.4754,0.60302,0.56593,0.43886,0.91541,1.98372,1.11437,0.000603031,0.000603031,0.000603031
87,453.557,0.60318,0.70294,0.94078,0.65493,0.57154,0.6353,0.4941,0.93434,1.46465,1.1111,0.000599431,0.000599431,0.000599431
88,458.819,0.6347,0.75785,0.95009,0.67225,0.60959,0.66281,0.50533,0.92802,1.42632,1.11448,0.000595831,0.000595831,0.000595831
89,463.982,0.60565,0.68443,0.93271,0.67983,0.60713,0.67512,0.51483,0.90751,1.3247,1.09967,0.000592232,0.000592232,0.000592232
90,469.198,0.59723,0.68101,0.93407,0.69011,0.60942,0.68035,0.53058,0.90506,1.40989,1.11652,0.000588632,0.000588632,0.000588632
91,474.446,0.61556,0.69871,0.94485,0.70244,0.64693,0.69742,0.54036,0.90899,1.35385,1.12319,0.000585032,0.000585032,0.000585032
92,479.661,0.57686,0.65026,0.93933,0.63794,0.63034,0.70158,0.55035,0.92338,1.27526,1.12741,0.000581433,0.000581433,0.000581433
93,484.954,0.57766,0.68317,0.92294,0.6731,0.49186,0.62895,0.49233,0.93441,1.6086,1.13889,0.000577833,0.000577833,0.000577833
94,490.172,0.61606,0.69256,0.93483,0.61981,0.61969,0.67,0.51789,0.94604,1.50668,1.13725,0.000574233,0.000574233,0.000574233
95,495.378,0.59725,0.66404,0.94419,0.52407,0.64515,0.59618,0.46077,0.93476,1.69495,1.11625,0.000570634,0.000570634,0.000570634
96,500.595,0.59938,0.67827,0.94743,0.64799,0.6046,0.67424,0.529,0.93895,1.40966,1.14483,0.000567034,0.000567034,0.000567034
97,505.842,0.56458,0.68246,0.90319,0.70021,0.5556,0.65215,0.516,0.91692,1.46448,1.10885,0.000563435,0.000563435,0.000563435
98,511.057,0.57738,0.65388,0.93296,0.72958,0.58528,0.6837,0.54085,0.90578,1.38249,1.12442,0.000559835,0.000559835,0.000559835
99,516.29,0.60468,0.66758,0.965,0.7182,0.5561,0.67038,0.5269,0.9126,1.37613,1.11422,0.000556235,0.000556235,0.000556235
100,521.635,0.62098,0.63947,0.96058,0.55708,0.67435,0.64196,0.50201,0.92446,1.4816,1.10758,0.000552636,0.000552636,0.000552636
101,526.897,0.55594,0.60061,0.91266,0.62495,0.59185,0.63676,0.49343,0.90942,1.42662,1.11694,0.000549036,0.000549036,0.000549036
102,532.127,0.57184,0.61519,0.92385,0.62321,0.59298,0.60958,0.47723,0.921,1.57565,1.16185,0.000545436,0.000545436,0.000545436
103,537.383,0.56232,0.63097,0.92412,0.58283,0.49318,0.59837,0.46222,0.92781,1.7784,1.15204,0.000541837,0.000541837,0.000541837
104,542.716,0.57727,0.64946,0.92382,0.56479,0.61485,0.61485,0.46857,0.92215,1.56797,1.1329,0.000538237,0.000538237,0.000538237
105,548.054,0.55865,0.62716,0.92664,0.57679,0.61682,0.6639,0.50336,0.91801,1.39277,1.12702,0.000534637,0.000534637,0.000534637
106,553.323,0.58244,0.63165,0.92446,0.67864,0.52511,0.68554,0.52426,0.91992,1.40601,1.15578,0.000531038,0.000531038,0.000531038
107,558.544,0.56992,0.57612,0.93157,0.61504,0.55188,0.66079,0.5097,0.92525,1.43255,1.15881,0.000527438,0.000527438,0.000527438
108,563.872,0.57801,0.59726,0.92938,0.66775,0.65883,0.68194,0.51343,0.92602,1.2819,1.12973,0.000523839,0.000523839,0.000523839
109,569.143,0.58952,0.60899,0.93901,0.53454,0.63738,0.65138,0.50021,0.94399,1.42102,1.16374,0.000520239,0.000520239,0.000520239
110,574.544,0.54878,0.60202,0.91062,0.59537,0.61959,0.62133,0.48199,0.93117,1.46431,1.1318,0.000516639,0.000516639,0.000516639
111,579.78,0.56175,0.58064,0.92385,0.62745,0.59974,0.65875,0.51751,0.90177,1.27583,1.10157,0.00051304,0.00051304,0.00051304
112,585.04,0.55117,0.61207,0.92153,0.71102,0.59791,0.67651,0.51988,0.92581,1.25286,1.12159,0.00050944,0.00050944,0.00050944
113,590.297,0.55152,0.55211,0.92069,0.58362,0.67476,0.69708,0.53774,0.90898,1.3415,1.10695,0.00050584,0.00050584,0.00050584
114,595.79,0.55318,0.57362,0.92785,0.59251,0.59659,0.65996,0.50858,0.90393,1.36561,1.12513,0.000502241,0.000502241,0.000502241
115,601.281,0.53892,0.55106,0.91612,0.61673,0.5912,0.66186,0.51559,0.88695,1.33501,1.10826,0.000498641,0.000498641,0.000498641
116,606.6,0.56792,0.55957,0.92294,0.60902,0.60315,0.65675,0.51406,0.91257,1.37092,1.12772,0.000495041,0.000495041,0.000495041
117,611.794,0.55774,0.60412,0.91302,0.55811,0.59441,0.64747,0.49631,0.93177,1.4392,1.13546,0.000491442,0.000491442,0.000491442
118,617.102,0.53743,0.55016,0.91148,0.58302,0.60486,0.62158,0.47984,0.90687,1.50634,1.10156,0.000487842,0.000487842,0.000487842
119,622.34,0.5206,0.56365,0.91814,0.58586,0.5899,0.66284,0.5168,0.91089,1.44184,1.12769,0.000484242,0.000484242,0.000484242
120,627.541,0.54241,0.58112,0.91159,0.50659,0.66204,0.64778,0.50452,0.91779,1.5471,1.13312,0.000480643,0.000480643,0.000480643
121,632.7,0.53887,0.54221,0.91612,0.46894,0.70314,0.65211,0.51422,0.92825,1.50234,1.1302,0.000477043,0.000477043,0.000477043
122,637.909,0.56792,0.55108,0.92055,0.60803,0.6285,0.65517,0.52177,0.89913,1.38096,1.12045,0.000473444,0.000473444,0.000473444
123,643.115,0.55476,0.54425,0.89963,0.56111,0.65749,0.66841,0.53409,0.85885,1.34345,1.09897,0.000469844,0.000469844,0.000469844
124,648.356,0.52268,0.51839,0.91971,0.63424,0.64121,0.69575,0.54606,0.89114,1.26851,1.1071,0.000466244,0.000466244,0.000466244
125,653.57,0.52412,0.5521,0.91615,0.62995,0.63987,0.67109,0.52271,0.8787,1.27374,1.08624,0.000462645,0.000462645,0.000462645
126,658.9,0.53365,0.52803,0.90379,0.79112,0.54607,0.69184,0.54536,0.89731,1.25842,1.10049,0.000459045,0.000459045,0.000459045
127,664.148,0.52827,0.55155,0.91504,0.61929,0.69405,0.68161,0.52743,0.92331,1.28978,1.13109,0.000455445,0.000455445,0.000455445
128,669.317,0.54626,0.52191,0.92334,0.64922,0.64685,0.69154,0.54545,0.92741,1.27515,1.14121,0.000451846,0.000451846,0.000451846
129,674.452,0.55648,0.57532,0.90718,0.55583,0.70016,0.6447,0.50332,0.91321,1.44912,1.13683,0.000448246,0.000448246,0.000448246
130,679.677,0.51368,0.52606,0.89596,0.59715,0.61378,0.66814,0.5258,0.90526,1.36039,1.11213,0.000444646,0.000444646,0.000444646
131,684.984,0.51264,0.53238,0.90708,0.69756,0.56872,0.64913,0.50674,0.90041,1.38074,1.105,0.000441047,0.000441047,0.000441047
132,690.438,0.51368,0.51725,0.90865,0.74385,0.51829,0.6359,0.49791,0.8906,1.43885,1.11441,0.000437447,0.000437447,0.000437447
133,695.593,0.50163,0.52383,0.89743,0.70238,0.65656,0.68335,0.54001,0.89068,1.21234,1.10589,0.000433848,0.000433848,0.000433848
134,700.859,0.51147,0.52823,0.89766,0.70978,0.6285,0.69577,0.54891,0.88856,1.22622,1.10797,0.000430248,0.000430248,0.000430248
135,706.058,0.55763,0.59084,0.93798,0.62851,0.63512,0.68329,0.53895,0.90243,1.39719,1.10283,0.000426648,0.000426648,0.000426648
136,711.21,0.51352,0.49297,0.91397,0.66869,0.7206,0.71333,0.55848,0.91089,1.34884,1.1098,0.000423049,0.000423049,0.000423049
137,716.471,0.53205,0.55388,0.93114,0.71032,0.69956,0.71293,0.56074,0.8773,1.22241,1.10284,0.000419449,0.000419449,0.000419449
138,721.673,0.51708,0.50615,0.91265,0.71135,0.6539,0.7107,0.55615,0.86904,1.21813,1.09321,0.000415849,0.000415849,0.000415849
139,726.99,0.4951,0.50264,0.89644,0.67605,0.68827,0.71272,0.57004,0.87537,1.17637,1.08989,0.00041225,0.00041225,0.00041225
140,732.237,0.50037,0.47826,0.88963,0.65121,0.74118,0.75396,0.5899,0.89855,1.18102,1.11807,0.00040865,0.00040865,0.00040865
141,737.46,0.48314,0.49595,0.88486,0.72444,0.67431,0.73461,0.57629,0.92763,1.20924,1.14025,0.00040505,0.00040505,0.00040505
142,742.65,0.50481,0.49709,0.89715,0.73552,0.62552,0.71801,0.56831,0.9017,1.2942,1.14131,0.000401451,0.000401451,0.000401451
143,747.833,0.50463,0.47204,0.90428,0.60507,0.68423,0.69067,0.5375,0.90969,1.38536,1.16231,0.000397851,0.000397851,0.000397851
144,753.037,0.49357,0.51803,0.88863,0.54061,0.65309,0.645,0.50191,0.92573,1.52262,1.15128,0.000394251,0.000394251,0.000394251
145,758.171,0.48234,0.46472,0.89664,0.66084,0.63992,0.70871,0.56573,0.89755,1.32529,1.12056,0.000390652,0.000390652,0.000390652
146,763.343,0.46873,0.4913,0.89637,0.59414,0.69724,0.71432,0.56533,0.87132,1.26205,1.11343,0.000387052,0.000387052,0.000387052
147,768.514,0.49469,0.48605,0.9034,0.70121,0.64128,0.69684,0.55041,0.87347,1.26822,1.11411,0.000383453,0.000383453,0.000383453
148,773.669,0.46338,0.46186,0.88265,0.70445,0.61916,0.67635,0.53512,0.87146,1.35045,1.1047,0.000379853,0.000379853,0.000379853
149,778.91,0.47948,0.47242,0.89653,0.73225,0.63407,0.71412,0.56072,0.86561,1.2543,1.08507,0.000376253,0.000376253,0.000376253
150,784.025,0.4788,0.46835,0.89849,0.74109,0.63442,0.73574,0.56759,0.90275,1.25822,1.11963,0.000372654,0.000372654,0.000372654
151,789.264,0.48952,0.45741,0.88795,0.66935,0.69438,0.73307,0.56052,0.91469,1.20221,1.1274,0.000369054,0.000369054,0.000369054
152,794.458,0.46465,0.46794,0.88467,0.74489,0.58317,0.7055,0.55468,0.8782,1.22767,1.07891,0.000365454,0.000365454,0.000365454
153,799.587,0.48092,0.46747,0.89487,0.66666,0.61866,0.69621,0.54971,0.87932,1.20144,1.07787,0.000361855,0.000361855,0.000361855
154,804.766,0.50643,0.46893,0.89509,0.65266,0.68918,0.70566,0.54911,0.89641,1.19302,1.10623,0.000358255,0.000358255,0.000358255
155,809.972,0.50115,0.46994,0.90042,0.62381,0.65261,0.72,0.56762,0.88653,1.26186,1.11643,0.000354655,0.000354655,0.000354655
156,815.106,0.50862,0.49476,0.90601,0.64255,0.61958,0.65724,0.52299,0.88332,1.40721,1.12867,0.000351056,0.000351056,0.000351056
157,820.234,0.47749,0.4739,0.89584,0.61455,0.69091,0.67452,0.54015,0.86055,1.362,1.08659,0.000347456,0.000347456,0.000347456
158,825.52,0.45833,0.45069,0.87905,0.65467,0.70831,0.69802,0.55597,0.8442,1.30877,1.0791,0.000343857,0.000343857,0.000343857
159,830.96,0.48462,0.46685,0.89394,0.67876,0.64738,0.69883,0.54781,0.89867,1.29962,1.11125,0.000340257,0.000340257,0.000340257
160,836.197,0.48797,0.45046,0.89432,0.6831,0.66462,0.68427,0.53581,0.89209,1.2986,1.12701,0.000336657,0.000336657,0.000336657
161,841.395,0.49045,0.47107,0.90479,0.72677,0.62552,0.68774,0.53555,0.9116,1.31009,1.12977,0.000333058,0.000333058,0.000333058
162,846.548,0.4693,0.44277,0.89076,0.70066,0.6323,0.70049,0.54366,0.90803,1.25613,1.13554,0.000329458,0.000329458,0.000329458
163,851.698,0.47843,0.4296,0.89146,0.75163,0.55861,0.69554,0.54176,0.88367,1.29476,1.12465,0.000325858,0.000325858,0.000325858
164,856.957,0.46979,0.41592,0.89131,0.61654,0.72326,0.71711,0.5562,0.88307,1.21898,1.12228,0.000322259,0.000322259,0.000322259
165,862.21,0.45381,0.44111,0.87656,0.68437,0.68091,0.69883,0.54844,0.88792,1.28048,1.13354,0.000318659,0.000318659,0.000318659
166,867.354,0.4404,0.44377,0.89465,0.67933,0.62195,0.68736,0.53345,0.89829,1.33292,1.14444,0.000315059,0.000315059,0.000315059
167,872.496,0.46307,0.43711,0.89366,0.67942,0.61141,0.67919,0.5318,0.90376,1.34237,1.14702,0.00031146,0.00031146,0.00031146
168,877.673,0.43199,0.42887,0.87812,0.67654,0.61439,0.67963,0.52898,0.92387,1.44536,1.16121,0.00030786,0.00030786,0.00030786
169,882.876,0.45344,0.42434,0.88726,0.63954,0.62951,0.68448,0.54439,0.9039,1.34968,1.14445,0.00030426,0.00030426,0.00030426
170,888.088,0.45865,0.42923,0.89916,0.64557,0.69206,0.72836,0.57169,0.89466,1.25882,1.13708,0.000300661,0.000300661,0.000300661
171,893.213,0.45439,0.42363,0.87852,0.71976,0.70356,0.72647,0.56505,0.88487,1.23805,1.11299,0.000297061,0.000297061,0.000297061
172,898.43,0.44465,0.42668,0.89766,0.66567,0.6249,0.68293,0.5327,0.90895,1.39421,1.13364,0.000293462,0.000293462,0.000293462
173,903.548,0.44381,0.41817,0.88264,0.57641,0.69983,0.69345,0.54075,0.89861,1.39869,1.12225,0.000289862,0.000289862,0.000289862
174,908.717,0.4651,0.43033,0.88392,0.62234,0.68299,0.71673,0.56201,0.92033,1.28931,1.15531,0.000286262,0.000286262,0.000286262
175,913.846,0.47707,0.4567,0.9145,0.67898,0.72755,0.73702,0.56866,0.92869,1.1845,1.15777,0.000282663,0.000282663,0.000282663
176,919.029,0.4346,0.41096,0.88011,0.7248,0.70231,0.71852,0.56666,0.90072,1.18388,1.1373,0.000279063,0.000279063,0.000279063
177,924.19,0.4417,0.39757,0.87892,0.67386,0.7302,0.7198,0.56745,0.88095,1.1976,1.1188,0.000275463,0.000275463,0.000275463
178,929.344,0.45733,0.44377,0.89089,0.72886,0.69674,0.72786,0.56961,0.89104,1.20745,1.12161,0.000271864,0.000271864,0.000271864
179,934.489,0.4613,0.43158,0.89203,0.7471,0.68521,0.74311,0.5884,0.90393,1.18894,1.14177,0.000268264,0.000268264,0.000268264
180,939.824,0.46744,0.41877,0.91409,0.70236,0.67507,0.72576,0.56359,0.89278,1.26148,1.13901,0.000264664,0.000264664,0.000264664
181,945.158,0.44732,0.42056,0.89181,0.68382,0.70596,0.72746,0.57024,0.90794,1.24254,1.14388,0.000261065,0.000261065,0.000261065
182,950.479,0.46443,0.41278,0.87017,0.68312,0.71097,0.72304,0.56913,0.89795,1.28167,1.13901,0.000257465,0.000257465,0.000257465
183,955.782,0.42446,0.40463,0.87364,0.68033,0.66693,0.70688,0.56073,0.89253,1.32156,1.13338,0.000253866,0.000253866,0.000253866
184,961.093,0.43036,0.40039,0.87266,0.70507,0.6675,0.70831,0.56189,0.86583,1.2647,1.11477,0.000250266,0.000250266,0.000250266
185,966.499,0.44041,0.39313,0.89399,0.78973,0.67605,0.73112,0.58407,0.8593,1.16709,1.1077,0.000246666,0.000246666,0.000246666
186,971.919,0.44694,0.41038,0.88785,0.65226,0.73038,0.71982,0.5746,0.84429,1.19768,1.09155,0.000243067,0.000243067,0.000243067
