epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,17168.6,0.04355,1.02707,0.88181,0.68991,0.75572,0.78824,0.78696,0.1161,0.68542,0.24941,0.004357,0.004357,0.004357
59,17460.3,inf,1.02123,0.881,0.51679,0.73283,0.64155,0.63584,0.16759,0.87357,0.264,0.004258,0.004258,0.004258
60,17752.7,0.04287,1.01764,0.88105,0.45066,0.70437,0.57992,0.57317,0.2084,1.0218,0.27629,0.004159,0.004159,0.004159
61,18050.3,0.04284,1.02112,0.88225,0.43931,0.71216,0.57306,0.56679,0.21436,1.04534,0.27912,0.00406,0.00406,0.00406
62,18344.6,0.04222,1.01193,0.88045,0.43554,0.70186,0.56742,0.56168,0.20987,1.05479,0.27892,0.003961,0.003961,0.003961
63,18636.9,0.04166,1.01573,0.88119,0.43416,0.70136,0.5657,0.56008,0.2077,1.05792,0.27812,0.003862,0.003862,0.003862
64,18927.4,0.04111,1.00585,0.88125,0.43384,0.70816,0.56673,0.56109,0.20871,1.05935,0.27861,0.003763,0.003763,0.003763
65,19219.6,0.04097,1.01045,0.8817,0.43316,0.71107,0.56615,0.56053,0.20723,1.06066,0.27712,0.003664,0.003664,0.003664
66,19512.3,0.04005,0.99989,0.88312,0.42786,0.70616,0.56215,0.55704,0.20206,1.06661,0.27538,0.003565,0.003565,0.003565
67,19806.6,inf,1.00213,0.88075,0.42679,0.7013,0.55704,0.55214,0.19653,1.0717,0.27346,0.003466,0.003466,0.003466
68,20100.5,inf,0.99332,0.88137,0.42642,0.70653,0.55654,0.55166,0.19568,1.07302,0.27315,0.003367,0.003367,0.003367
69,20394.4,0.03865,0.9871,0.88324,0.42591,0.70953,0.55606,0.55101,0.19474,1.07451,0.27267,0.003268,0.003268,0.003268
70,20688.1,0.03791,0.98973,0.88111,0.42634,0.70532,0.55578,0.55072,0.19369,1.07643,0.27237,0.003169,0.003169,0.003169
71,20982.8,0.03775,0.98423,0.88047,0.42444,0.71087,0.55696,0.55193,0.19381,1.07622,0.27172,0.00307,0.00307,0.00307
72,21275.6,0.03754,0.98609,0.88163,0.42403,0.71214,0.55702,0.55211,0.19276,1.07721,0.2709,0.002971,0.002971,0.002971
73,21568.8,inf,0.98269,0.88177,0.42423,0.7125,0.55747,0.55222,0.19275,1.07831,0.27068,0.002872,0.002872,0.002872
74,21862.2,0.0364,0.97641,0.88011,0.42534,0.71174,0.55753,0.55239,0.19193,1.07969,0.2702,0.002773,0.002773,0.002773
75,22156,inf,0.97641,0.87966,0.4251,0.71399,0.55856,0.55311,0.19227,1.0796,0.26974,0.002674,0.002674,0.002674
76,22451.9,inf,0.97442,0.88124,0.42526,0.71744,0.56036,0.55464,0.193,1.07926,0.26923,0.002575,0.002575,0.002575
77,22781.5,0.03584,0.96772,0.88015,0.42582,0.71755,0.56112,0.55539,0.19322,1.0798,0.26879,0.002476,0.002476,0.002476
78,-30761.2,inf,0.96843,0.88107,0.42603,0.71459,0.56033,0.55478,0.19203,1.08234,0.26837,0.002377,0.002377,0.002377
79,-30342.2,0.03466,0.94976,0.87991,0.42708,0.71143,0.56069,0.55509,0.1918,1.0838,0.26805,0.002278,0.002278,0.002278
80,-29964.1,0.03473,0.95408,0.87987,0.42663,0.70804,0.56017,0.55459,0.19109,1.08535,0.26765,0.002179,0.002179,0.002179
81,-29613.9,0.03408,0.9521,0.8815,0.42626,0.70699,0.56058,0.55506,0.19125,1.08605,0.26753,0.00208,0.00208,0.00208
82,-29223.9,0.03392,0.95129,0.88051,0.42687,0.70648,0.5609,0.55514,0.19162,1.08701,0.26781,0.001981,0.001981,0.001981
83,-28839.2,0.03366,0.94825,0.8803,0.42769,0.70417,0.561,0.55541,0.19061,1.08858,0.26754,0.001882,0.001882,0.001882
84,-28479.5,0.03353,0.9415,0.88096,0.4266,0.70741,0.56039,0.55482,0.189,1.09092,0.26688,0.001783,0.001783,0.001783
85,-28118.5,0.03303,0.93898,0.88098,0.42684,0.704,0.56034,0.55476,0.18807,1.09246,0.2664,0.001684,0.001684,0.001684
86,-27728.6,inf,0.93215,0.88023,0.42682,0.70235,0.56067,0.55504,0.18813,1.09341,0.26606,0.001585,0.001585,0.001585
87,-27424.7,inf,0.9296,0.88077,0.42813,0.70075,0.5609,0.55529,0.18737,1.09441,0.26546,0.001486,0.001486,0.001486
88,-27127.8,inf,0.92983,0.88224,0.42662,0.69872,0.55992,0.5547,0.18493,1.09672,0.26468,0.001387,0.001387,0.001387
89,-26831.9,0.02883,0.91929,0.88304,0.42685,0.69644,0.55971,0.55466,0.18326,1.09867,0.26395,0.001288,0.001288,0.001288
90,-26538,0.02884,0.91136,0.88352,0.42589,0.69383,0.55855,0.55366,0.18062,1.10164,0.26305,0.001189,0.001189,0.001189
91,-26209.9,inf,0.41334,0.90015,0.42526,0.69024,0.55689,0.55213,0.17772,1.10656,0.26305,0.00109,0.00109,0.00109
92,-25917.8,0.01817,0.38173,0.89767,0.42369,0.69051,0.5557,0.55098,0.17631,1.11025,0.26329,0.000991,0.000991,0.000991
93,-25625.4,0.01774,0.36943,0.89637,0.42242,0.68907,0.55487,0.55044,0.17529,1.114,0.26355,0.000892,0.000892,0.000892
94,-25332.9,0.01741,0.35575,0.89546,0.42213,0.68939,0.55468,0.55028,0.17483,1.11749,0.2639,0.000793,0.000793,0.000793
95,-25040.6,0.01717,0.34346,0.89613,0.4219,0.68948,0.55426,0.55004,0.17442,1.1214,0.26442,0.000694,0.000694,0.000694
96,-24738.9,inf,0.33138,0.89926,0.42219,0.68838,0.5546,0.5503,0.17502,1.12466,0.26521,0.000595,0.000595,0.000595
97,-24436.8,inf,0.31717,0.89552,0.42066,0.68968,0.55472,0.55057,0.17519,1.12828,0.26581,0.000496,0.000496,0.000496
98,-24139.8,0.01641,0.3064,0.89643,0.42139,0.68466,0.55508,0.55099,0.17627,1.13141,0.2666,0.000397,0.000397,0.000397
99,-23838.7,0.01602,0.29757,0.89597,0.4208,0.68815,0.55583,0.55182,0.17755,1.13493,0.26775,0.000298,0.000298,0.000298
100,-23530.3,0.01579,0.28514,0.89529,0.42201,0.68665,0.55662,0.55251,0.17901,1.13813,0.26884,0.000199,0.000199,0.000199
